id,salary
4,0.000191146165378
6,0.00821446931114
11,0.593735477658
15,0.907558167618
21,0.00909472513907
22,0.000291000765361
34,0.00187916009396
38,0.000205610959651
41,0.738888827548
42,0.0902153950441
45,0.715782981734
55,0.000302632792499
63,0.000448275770927
67,0.00127629050109
71,0.634323021526
78,0.355262871053
80,0.221893053924
87,0.440940255157
96,0.00554035977179
98,0.314891392399
103,0.00277465116949
106,0.62038899737
107,0.00243338615242
112,0.382976550529
116,0.359154464673
118,0.0027830703176
119,0.0453421882256
126,0.973234752033
129,0.974149439502
134,0.434187915742
145,0.0152458042741
147,0.279093385106
148,0.997672674792
150,0.000497597105494
155,0.000441908892053
162,0.0773479097522
171,0.257028236763
175,0.560660963456
179,0.644894289747
180,0.592102773957
185,0.174682109821
187,0.00256683268721
191,0.492003713504
194,0.0252777939697
196,0.138996215183
197,0.890528640066
198,0.000220121726433
201,0.712219105038
204,0.542368269753
205,0.685743487642
214,0.00211829345727
215,0.339075903086
220,0.528298659628
227,0.414170129201
230,0.000213443195396
232,0.374150612144
235,0.0330017215117
238,0.00662654006363
244,0.000616345421057
247,0.00228868098488
259,0.549445670879
260,0.710885293596
265,0.25337166333
268,0.000171506562949
273,0.12906535465
278,0.973162817325
290,0.673061466459
294,0.0751901901832
297,0.000632813695658
309,0.324635291397
310,0.547146973247
311,0.00175313381256
318,0.734096403224
320,0.000580201419829
324,0.000331118346335
326,0.0578519265562
328,0.353464411475
331,0.00160045052739
342,0.00720484430691
345,0.0599785093397
351,0.00159779702271
353,0.0505898440115
355,0.705740891382
357,0.999999999449
359,0.0182562387706
371,0.0129732767175
381,0.0554727454498
411,0.390687827645
416,0.0501191913811
423,0.0372454396492
424,0.000345433994548
427,0.00178447490156
430,0.280356235599
445,0.794901341141
451,0.117669480331
462,0.728435012948
474,0.0198473404349
479,0.0323270162591
484,0.0131547994786
497,0.1281211481
503,0.010347030965
505,0.096058476937
508,0.000649065413883
511,0.00564174595496
520,0.0487895217046
531,0.0240413677194
541,0.686717329741
547,0.305548461545
548,0.228324824051
556,0.0776588851153
559,0.00992510704764
566,0.294329016554
576,0.160997676339
577,0.40797047408
581,0.827121375342
582,0.905703553789
584,0.00517752782418
593,0.000754749446551
594,0.841702936679
596,3.38110724308e-05
607,0.647386266994
608,0.00413834815662
611,0.963909263116
614,0.114456333313
616,0.000378356368946
618,0.169568655293
627,0.976519486152
628,0.12616847382
633,0.000434679719265
635,0.984856595797
646,0.000326953458074
648,0.0194051884735
649,0.000320639873644
653,0.265940647065
654,0.366612847289
656,0.900442201966
658,0.180831257031
662,2.59128877315e-05
673,0.804040747018
679,0.972034558291
684,0.537178667259
687,0.001048369795
694,0.221055445663
698,0.380617703789
703,0.000530148486654
706,0.537086967461
710,0.0905409944084
711,0.851979091099
712,0.368492179646
715,0.10477780387
717,0.000950599072846
720,0.149056784975
722,0.0620934005357
725,0.0179925828627
728,0.000661100519055
740,0.0610764462822
741,0.298812757617
746,0.0167865686594
749,0.344993560295
750,0.63645624598
756,0.00587233513462
762,0.110423942336
766,0.00929093987434
774,0.518096393335
777,0.0168891005302
778,0.206612839582
780,0.0128982821653
783,0.0189676546258
784,0.683274980125
798,0.00124072085942
799,0.402191764571
809,0.125934719943
812,0.0500457211895
815,0.774909057282
827,0.00116674630998
829,0.918480578705
838,0.00120950120923
841,7.64341340603e-05
844,0.000407983310385
853,0.0421404277133
855,0.0164318240069
860,0.000188604767184
867,0.120451254428
872,0.472477511377
874,0.00435903942402
878,0.762210605263
879,0.735602588289
881,0.0172747738237
882,0.999999999296
886,0.0780387785219
888,0.0167542988344
897,0.917681761363
903,0.0012068642221
905,0.769339639211
908,0.522599499043
910,0.00229050712948
917,0.384270081732
919,0.0238494186421
928,0.109707459574
935,0.428276108077
942,0.00335686521785
945,0.760326355622
953,0.000897021975141
955,0.00391774192217
974,0.0630457336873
978,0.99988180343
982,0.011811912639
983,0.214254519301
996,0.0248087067762
1001,0.678496800518
1002,0.00112704309978
1006,0.41878773398
1010,0.0340355329263
1012,0.796534060719
1014,0.303938084316
1015,0.493401456399
1018,0.279196841761
1023,0.0216338057678
1024,0.00080084874936
1044,0.000210605410929
1048,0.00200392764409
1054,0.469442825361
1058,0.105615468375
1068,0.75748410715
1078,0.620244906093
1080,0.000480725263467
1094,0.00157809079759
1101,0.504086238183
1103,0.00183489325249
1104,0.000435095175839
1108,0.492644997885
1113,0.806439024047
1118,0.312496775374
1123,0.123032904949
1126,0.44478133158
1132,0.0968734894533
1140,0.630476454138
1141,0.340354068994
1146,0.00151030975906
1156,0.132058230033
1161,0.610066585564
1166,0.00208413025548
1173,0.468278652352
1182,0.982348932391
1183,0.106477624323
1185,0.0105447454458
1189,0.00928803692846
1191,0.002839809282
1193,0.00646739128597
1203,0.0417686253107
1204,0.588874249976
1215,0.023800187931
1219,0.0162487372201
1220,0.00330091349399
1224,0.00986790048212
1226,0.999999998817
1239,0.749210470817
1242,0.00138660673422
1246,0.000210584488158
