id,salary
4,0.00199365470775
6,0.0118546235336
11,0.773197766132
15,0.881918491539
21,0.00473452667167
22,0.000937289845578
34,0.0237569109641
38,0.00180358838958
41,0.676770004244
42,0.150083348332
45,0.547119900722
55,0.00405976811004
63,0.00557306814374
67,0.00157619281176
71,0.68381755789
78,0.380770241206
80,0.47945373999
87,0.606918594658
96,0.0425000059689
98,0.385441796074
103,0.016200774224
106,0.535528562056
107,0.0268176923427
112,0.568674078214
116,0.335554573133
118,0.0216342300928
119,0.122115099577
126,0.901992823448
129,0.963135870683
134,0.476501232271
145,0.0863004186085
147,0.32042024898
148,0.993054089494
150,0.00372154765633
155,0.00510442549969
162,0.219640734959
171,0.206747574749
175,0.604794162324
179,0.631051464512
180,0.489350925218
185,0.155525821097
187,0.00832696404197
191,0.531865316805
194,0.0101463223456
196,0.0581065497291
197,0.816965320355
198,0.00319528081494
201,0.719407878352
204,0.67655829539
205,0.740091646263
214,0.0105915083456
215,0.305542289414
220,0.529189931896
227,0.467799053409
230,0.00076387900297
232,0.396633314994
235,0.0989564283072
238,0.0199038971655
244,0.00242695533586
247,0.0822876325211
259,0.588136318391
260,0.689601004096
265,0.336938666307
268,0.00223912663291
273,0.310663001704
278,0.975766650004
290,0.638467395162
294,0.102483664612
297,0.00768309246406
309,0.592836654889
310,0.634348455336
311,0.00502707366339
318,0.766481309178
320,0.0603189383895
324,0.0102522020877
326,0.108078061178
328,0.249080350675
331,0.0101413751837
342,0.0224828546296
345,0.115610619359
351,0.00251631156867
353,0.131116710383
355,0.727105998832
357,0.999740400403
359,0.0244800268586
371,0.0115486081943
381,0.0865173234605
411,0.365970012197
416,0.124218107674
423,0.132447428356
424,0.0240393129264
427,0.00506965950336
430,0.402376430607
445,0.877857498006
451,0.190432058411
462,0.765061125838
474,0.0243075140817
479,0.0383640107898
484,0.0853488543163
497,0.0838293596586
503,0.027098948611
505,0.538144463142
508,0.00929911132235
511,0.00868409081062
520,0.146572529728
531,0.0214280760821
541,0.71737607826
547,0.200310772446
548,0.155240333558
556,0.304473046025
559,0.00755489417419
566,0.419256349915
576,0.180633520801
577,0.385063410863
581,0.756485389357
582,0.883483705087
584,0.0192687454801
593,0.00406340358877
594,0.862672396285
596,0.00526541962175
607,0.619262107431
608,0.0240677976508
611,0.943417806299
614,0.238042597934
616,0.00414747802014
618,0.147929923473
627,0.949844043498
628,0.196160646771
633,0.00307586722711
635,0.93599634622
646,0.00224472032578
648,0.0341236770004
649,0.00151624208038
653,0.289951648958
654,0.439482060896
656,0.864212340459
658,0.111187537089
662,0.00380419265097
673,0.815911412177
679,0.925795263173
684,0.591156843211
687,0.0111237286201
694,0.308742087179
698,0.715419447031
703,0.00529041900221
706,0.563204947714
710,0.159834932665
711,0.769165955624
712,0.444512532065
715,0.0295950505893
717,0.0197803063098
720,0.275875781659
722,0.0691388102502
725,0.0949217655845
728,0.00264821801127
740,0.0920033106657
741,0.315870061622
746,0.134392508625
749,0.461564223402
750,0.807156793034
756,0.0420874993153
762,0.124033549422
766,0.00980557190334
774,0.463303502395
777,0.0294397012631
778,0.260183565275
780,0.014102609184
783,0.1473257551
784,0.60603339272
798,0.0120988638151
799,0.581113404357
809,0.215729319352
812,0.310272013264
815,0.791470886186
827,0.00146400539183
829,0.902143180071
838,0.0253665358821
841,0.00255252077403
844,0.00690130418362
853,0.268642803511
855,0.17311118096
860,0.0258666724904
867,0.194183610822
872,0.584841984298
874,0.0116665839322
878,0.777010773468
879,0.692235774927
881,0.0735615821854
882,0.99982948443
886,0.196396471493
888,0.194715585203
897,0.684232925006
903,0.00104522307258
905,0.869036983119
908,0.483073071734
910,0.0145274413693
917,0.382821976529
919,0.015358741072
928,0.19715699874
935,0.409100904114
942,0.00338103639163
945,0.837864176421
953,0.00243266354971
955,0.00267030545274
974,0.121443192989
978,0.99770722665
982,0.0437836789341
983,0.251503062199
996,0.00786650189962
1001,0.782161547553
1002,0.0068750790177
1006,0.593910866868
1010,0.0792700615188
1012,0.742671075751
1014,0.329887647943
1015,0.710660092951
1018,0.368368615378
1023,0.0841512748134
1024,0.00673933843409
1044,0.000410901931258
1048,0.0014729178383
1054,0.532349255858
1058,0.0189633473602
1068,0.868220876762
1078,0.64830675204
1080,0.00547386035348
1094,0.00217602497209
1101,0.599764148644
1103,0.000656963367657
1104,0.00109792001757
1108,0.2365548291
1113,0.621746225245
1118,0.383114038384
1123,0.271538704033
1126,0.153578609698
1132,0.230411481481
1140,0.670065617639
1141,0.315347609728
1146,0.00450671143929
1156,0.068777068919
1161,0.332955823764
1166,0.0216977848801
1173,0.553449338619
1182,0.918871403956
1183,0.144233906094
1185,0.0132341775691
1189,0.000585563175795
1191,0.00798983609317
1193,0.0227580869543
1203,0.0705909625168
1204,0.574153955891
1215,0.0223320887849
1219,0.026376612068
1220,0.0188498274381
1224,0.0148409952005
1226,0.999816287794
1239,0.724842301209
1242,0.00348631813124
1246,0.0175233051819
1257,0.370257641958
1262,0.322210613077
1276,0.218986361468
1277,0.384828672977
1284,0.0573112782092
1301,0.174306586721
1302,0.00302247779604
1304,0.109149404549
1308,0.001247078838
1313,0.0607858240321
1314,0.671669351127
1315,0.107731488456
1319,0.762234651035
1322,0.0095807830226
1332,0.00252357158935
1338,0.00497653006577
1339,0.0819492261117
1345,0.921955283105
1350,0.000812971936786
1353,0.0239118373455
1356,0.00373963074595
1363,0.89586338293
1365,0.0009880224021
1369,0.299250367865
1371,0.258400978029
1379,0.930867876596
1384,0.473779868634
1386,0.180743939684
1389,0.754648044578
1391,0.0202797909805
1397,0.236149985058
1399,0.352025007741
1405,0.544870039823
1410,0.014302466807
1411,0.79606369433
1413,0.541011857929
1416,0.000783571375468
1417,0.0451056162992
1419,0.00592502311618
1423,0.00406359199326
1437,0.963233061042
1450,0.114608389968
1453,0.00129509368436
1456,0.15857558506
1464,0.738799699541
1474,0.00205582487196
1475,0.237209738345
1492,0.00950995873341
1503,0.0287265958042
1506,0.649494767722
1507,0.367483801103
1511,0.21894232224
1514,0.287267108086
1522,0.00327849347279
1527,0.00132311380222
1537,0.00182384502278
1556,0.767648824633
1559,0.618137380626
1560,0.20650078267
1566,0.545191936883
1567,0.479299986112
1569,0.0469164087558
1588,0.04227192758
1594,0.538535077712
1595,0.34998802508
1602,0.353974905882
1617,0.000835481731903
1620,0.918528021058
1623,0.242092443163
1628,0.355908224628
1629,0.62612650964
1633,0.00313699731124
1634,0.167456048555
1635,0.00695309492904
1636,0.00800541311806
1637,0.00724095092818
1638,0.0114820741139
1640,0.448419265991
1646,0.028079225884
1654,0.422618927216
1661,0.741481356711
1668,0.000642012639838
1670,0.0114126220217
1677,0.0656078379974
1680,0.477646931068
1690,0.00421565873217
1696,0.368306377599
1697,0.0473729424407
1700,0.233374277097
1702,0.0118310485107
1708,0.479169346557
1709,0.244913869244
1711,0.116093667933
1715,0.0114311893003
1720,0.567191860738
1721,0.342596539124
1722,0.000906027919064
1723,0.00568103215273
1728,0.840710977
1731,0.977671365923
1734,0.160104726723
1738,0.00416531202852
1744,0.325330332413
1750,0.306094627632
1752,0.401778763548
